TSTAMP,DEVICE_ID,Tank3PMovAvg,TempF,Forecast_1P,Forecast_6P,Forecast_12P,Forecast_36P,Forecast_72P,Forecast_144P,Forecast_288P
2020-03-20 13:08:14.393,1,2.799999999999913,24.3,,,,,,,
2020-03-20 13:13:19.393,1,2.6999999999999127,24.0,3.1677163396314985,,,,,,
2020-03-20 13:18:23.393,1,2.6999999999999127,23.6,2.589888290239859,,,,,,
2020-03-20 13:23:27.397,1,2.6999999999999127,23.4,2.737603666815916,,,,,,
2020-03-20 13:28:56.433,1,2.799999999999913,23.7,3.0322936099037587,,,,,,
2020-03-20 13:34:00.433,1,2.899999999999913,24.6,2.790914844806049,,,,,,
2020-03-20 13:39:04.433,1,2.8333333333332464,25.2,3.1053762474531683,3.927713028363979,,,,,
2020-03-20 13:44:08.437,1,3.033333333333246,24.5,3.208861998592774,3.314552292319233,,,,,
2020-03-20 13:49:37.473,1,3.081355878654524,24.3,2.689660192875606,3.5574447794032764,,,,,
2020-03-20 13:54:41.473,1,3.34802254532119,24.0,3.6597238068508884,3.8907108965372563,,,,,
2020-03-20 13:59:45.473,1,3.0480225453211895,23.6,3.2366310931732887,3.5837206115128617,,,,,
2020-03-20 14:04:49.477,1,2.7999999999999123,23.6,3.7913912989697445,3.970991601065053,,,,,
2020-03-20 14:10:19.513,1,2.6999999999999127,24.4,2.421562184183222,3.981744921707425,4.815575078081737,,,,
2020-03-20 14:15:23.513,1,2.799999999999913,25.1,2.5142518717015765,3.3596026595392376,4.194134614451974,,,,
2020-03-20 14:20:27.513,1,2.799999999999913,24.0,3.303701605328669,4.495594930315704,4.453847451620082,,,,
2020-03-20 14:25:31.517,1,2.799999999999913,23.6,3.0598389333151275,3.9112003895040077,4.747106750256482,,,,
2020-03-20 14:31:17.553,1,2.739612049528238,24.1,2.711609410203671,4.507297941346775,4.434047293140942,,,,
2020-03-20 14:36:21.553,1,2.7261719977047107,24.8,2.872170356880522,2.990364167418812,4.760232318615467,,,,
2020-03-20 14:41:26.553,1,2.5595053310380447,24.6,2.9096802618719586,3.2259596025291257,4.795585421974887,,,,
2020-03-20 14:46:30.557,1,2.71989328150972,25.2,2.8686256600225684,4.096363226037164,4.247482423444561,,,,
2020-03-20 14:51:58.593,1,2.9333333333332474,24.6,2.382923380543729,3.7026997567233377,5.28592570815222,,,,
2020-03-20 14:57:02.593,1,3.0999999999999135,24.8,3.3434331305840264,3.402800266837274,4.723394338749491,,,,
2020-03-20 15:02:06.593,1,2.8333333333332473,24.4,3.456464168740684,3.645799634644876,5.297497747676596,,,,
2020-03-20 15:07:10.597,1,2.7413706559671467,24.6,3.1309935795165686,3.6871203709116127,3.920641819933268,,,,
2020-03-20 15:12:44.633,1,2.9413706559671464,24.5,2.330350265491939,3.5916399629208717,4.16893218931853,,,,
2020-03-20 15:17:48.633,1,3.108037322633813,23.9,3.02304173949007,3.0597589907028055,4.939278607974151,,,,
2020-03-20 15:22:52.633,1,3.0500824296719684,24.0,3.8361828935329374,4.17652728087906,4.567277768643419,,,,
2020-03-20 15:27:57.637,1,2.750082429671968,24.3,3.110827326129996,4.206208633381809,4.276709645419099,,,,
2020-03-20 15:33:30.673,1,2.4834157630053006,24.9,2.76597595399603,3.8071278137757267,4.5155639753569945,,,,
2020-03-20 15:38:34.673,1,2.5333333333332466,25.7,2.423508879438729,2.924271176765358,4.515338200995078,,,,
2020-03-20 15:43:38.673,1,2.7333333333332472,25.4,2.5052918955357764,3.767986864425609,4.443404286910656,,,,
2020-03-20 15:48:42.677,1,3.4361617092451198,26.3,3.089614469025339,4.6170632327849574,3.940319282789433,,,,
2020-03-20 15:54:11.710,1,4.236161709245119,26.6,3.11162400371621,3.69616957987869,4.953657421579623,,,,
2020-03-20 15:59:15.710,1,4.936161709245119,26.4,4.663513574598494,3.4135563303392695,4.974455160237598,,,,
2020-03-20 16:04:19.710,1,5.499999999999916,26.1,5.396160649039054,3.1500647643760127,4.630406022477906,,,,
2020-03-20 16:09:23.713,1,5.399999999999914,27.0,5.4986619997370845,3.210474437518947,3.8426594347255354,,,,
2020-03-20 16:14:58.753,1,5.090285428142128,26.2,6.240372432752234,3.904073016779071,4.649413923877621,7.7658517164293155,,,
2020-03-20 16:20:02.753,1,4.390285428142128,26.3,4.883769746986528,3.804728548965119,5.3859124066335715,7.25661199662906,,,
2020-03-20 16:25:06.753,1,4.390285428142128,26.8,4.644099529274019,5.5840856881160565,4.510401817366812,7.434074102615809,,,
2020-03-20 16:30:10.757,1,4.2999999999999154,27.1,3.638264435176542,6.174739260857786,4.302596350808254,7.699332575950557,,,
2020-03-20 16:35:44.790,1,4.399999999999914,27.8,5.071517599194557,6.108398957863623,4.034157374003621,7.430799836543852,,,
2020-03-20 16:40:48.793,1,4.199999999999915,27.0,4.353956829856464,6.903280955278385,4.096802223453985,7.742571817630224,,,
2020-03-20 16:45:52.793,1,4.099999999999914,27.3,4.305504394913392,5.2456424504553,4.72221673651276,7.742810446059103,,,
2020-03-20 16:50:56.793,1,4.199999999999916,27.6,4.052215095046276,5.091843041434037,4.626274406151796,7.262393433659459,,,
2020-03-20 16:56:30.833,1,4.199999999999916,28.2,4.11091327633022,4.069430012758211,6.215041535348731,8.165874465100343,,,
2020-03-20 17:01:34.833,1,4.399999999999916,27.2,4.915342613251502,5.8208336852713485,6.780469126062871,7.699057626562666,,,
2020-03-20 17:06:38.837,1,4.499999999999916,27.8,4.085813682914392,4.9233919293262804,6.782960648893394,8.169554650503642,,,
2020-03-20 17:11:42.837,1,4.399999999999915,27.9,4.835187469910671,4.943565221084656,7.521497630806923,7.0108228429853545,,,
2020-03-20 17:17:17.873,1,4.399999999999915,27.6,4.797577864171261,4.8494590229139956,6.054279688485286,7.185554630464471,,,
2020-03-20 17:22:21.873,1,4.199999999999915,28.0,4.093568906768553,4.861935814951718,5.955970851590877,7.881648733075623,,,
2020-03-20 17:27:25.877,1,4.299999999999915,28.6,4.711465567420329,5.698517715322706,5.020325494153991,7.509198317888763,,,
2020-03-20 17:32:29.877,1,4.299999999999915,28.8,3.9981376371624844,4.669193789996549,6.553432677849483,7.275312364625386,,,
2020-03-20 17:38:04.910,1,4.499999999999916,29.9,4.688209092077984,5.557600225980955,5.703171356744045,7.4586568875785835,,,
2020-03-20 17:43:08.910,1,4.499999999999916,29.1,4.4652113681322945,5.492677346766263,5.7717123331909495,7.511225286405451,,,
2020-03-20 17:48:12.910,1,4.499999999999916,28.0,4.856857882209173,4.672566928159231,5.657694155765503,7.444888680060924,,,
2020-03-20 17:53:16.913,1,4.399999999999916,29.0,4.542016350834832,5.454370359621644,5.681407933118044,7.022420538902903,,,
2020-03-20 17:58:46.947,1,4.399999999999915,29.6,4.447787186960828,4.5885364646379,6.419807664270879,7.8573026950111755,,,
2020-03-20 18:03:50.947,1,4.499999999999916,29.4,4.530870819088251,5.409522218651864,5.457204928346822,7.914146318692437,,,
2020-03-20 18:08:54.947,1,4.699999999999915,28.8,4.583025918250397,5.1365467418602275,6.319105591423083,7.5972358884517375,,,
2020-03-20 18:13:58.947,1,4.699999999999915,28.7,4.843539557634411,5.553671260058287,6.244240381222473,6.933342967490269,,,
2020-03-20 18:19:31.987,1,4.599999999999914,29.6,5.049179913290113,5.230650427357023,5.483895170774732,7.611704417907694,,,
2020-03-20 18:24:35.987,1,4.399999999999916,30.2,4.573914688911801,5.10145772523555,6.199011257881749,8.22341833122498,,,
2020-03-20 18:29:39.987,1,4.499999999999916,30.8,4.505658404079993,5.225762273295626,5.411064100790315,7.473799703445198,,,
2020-03-20 18:34:43.990,1,4.552052722548162,30.2,4.332707538732732,5.187033012557096,6.182727166275057,7.314345426358503,,,
2020-03-20 18:40:14.023,1,4.552052722548162,29.7,5.036080696099848,5.55752734551005,5.9087696445568625,7.112229253032724,,,
2020-03-20 18:45:18.027,1,5.052052722548162,30.8,4.673242782303099,5.715469411436033,6.27821117023262,7.123567168186866,,,
2020-03-20 18:50:22.027,1,5.4999999999999165,30.5,4.407795716757109,5.187672712847497,5.986522914092583,7.657390223848939,,,
2020-03-20 18:55:26.027,1,5.899999999999918,29.8,6.397112390780296,5.165467655499734,5.896922116176654,7.5810029163115376,,,
2020-03-20 19:00:59.057,1,5.799999999999918,29.4,6.0854696865619955,5.023191546806474,6.024208298080847,9.000478714479696,,,
2020-03-20 19:06:03.057,1,5.699999999999918,30.3,6.065539644164104,5.738947715787264,5.999810231991811,9.46138913435965,,,
2020-03-20 19:11:07.057,1,5.550000740143633,30.5,5.503640638879008,5.30014017754328,6.2864382559071785,9.462967820869665,,,
2020-03-20 19:16:11.060,1,5.150000740143633,31.2,5.749377751687658,5.016688263799361,6.421472282652234,10.088386426631788,,,
2020-03-20 19:21:46.097,1,5.0500007401436315,29.4,5.715471076053492,7.287736311412285,6.015342251791679,8.820269897155345,11.488620135021025,,
2020-03-20 19:26:50.097,1,5.199999999999918,30.5,4.415022142980952,6.675627458034773,5.974125816038387,8.745683556614607,11.051938066734435,,
2020-03-20 19:31:54.100,1,5.599999999999916,30.3,5.289144895008858,6.648686269639936,5.830325281539546,7.920940390915938,11.212566866147004,,
2020-03-20 19:36:58.100,1,5.799999999999918,29.6,5.917641622095127,6.07552592535538,6.507368184585225,9.296505791545322,11.417318933653345,,
2020-03-20 19:42:26.177,1,5.640477030512643,28.7,6.169313680479485,6.349089876262624,6.088024910467821,8.574108636624912,11.209021900904327,,
2020-03-20 19:47:30.177,1,5.140477030512642,28.7,5.861205845592526,6.287464296393496,5.837342218528744,8.585754787851085,11.472430009739574,,
2020-03-20 19:52:34.180,1,4.740477030512642,29.9,5.186963214595928,4.819025301087356,7.898598830185581,8.481698844254005,11.476430163174628,,
2020-03-20 19:57:38.180,1,4.599999999999919,29.5,4.5952478509708445,6.075076604497989,7.3599970073106515,8.516432830473832,11.089815545494936,,
2020-03-20 20:03:42.180,1,4.799999999999918,29.1,4.695134369268319,6.663839494584903,7.329585394976608,9.174383850675099,11.834015706160192,,
2020-03-20 20:08:46.183,1,4.89999999999992,29.5,4.841185798645925,6.827676917865818,6.843121740321975,8.338183284059777,11.411280617533622,,
2020-03-20 20:13:50.183,1,4.999999999999919,29.4,5.267625245011748,6.487703859948704,7.097810266818329,9.070788343125734,11.832092657831561,,
2020-03-20 20:19:03.183,1,4.89999999999992,29.0,4.9308119719065795,5.79335913260945,7.052607788446979,8.994914024283055,10.854666115036588,,
2020-03-20 20:24:34.217,1,4.799999999999919,29.6,5.132852482116998,5.170948630524507,5.726041131212291,8.330091436563947,10.992738230998768,,
2020-03-20 20:29:39.220,1,4.599999999999919,29.4,4.897864607074258,5.335002655869599,6.8418542393587085,8.981129096258007,11.577284237671789,,
2020-03-20 20:34:43.220,1,4.699999999999919,29.5,4.821779408486039,5.532118954625708,7.334788732384194,8.297163396614916,11.277044290933324,,
2020-03-20 20:39:47.220,1,4.59999999999992,28.9,4.521437532184409,6.003621489693554,7.512901443447506,8.970039294658005,11.107733244943963,,
2020-03-20 20:45:18.257,1,4.499999999999919,28.1,5.166611292299022,5.643865577642684,7.209661354222184,8.732809473989636,11.277770019040341,,
2020-03-20 20:50:22.257,1,4.299999999999919,27.8,4.490673263715738,5.873650755204726,6.575205487579544,9.061853023644591,11.297379696112568,,
2020-03-20 20:55:26.257,1,4.399999999999919,28.1,4.2946443829232335,5.586053143111662,6.044851620327569,8.809090525394634,11.230664560776791,,
2020-03-20 21:00:30.257,1,4.408213992807943,28.6,4.319969738264806,5.472248694099193,6.187252939755641,8.723703284155377,10.868866275639864,,
2020-03-20 21:06:00.297,1,4.1082139928079435,29.8,4.878092946310881,5.121635232818389,6.3229779961990875,8.808997671458535,11.58645467138631,,
2020-03-20 21:11:04.297,1,3.608213992807945,29.9,4.4861796612295946,5.857475946268217,6.705330342052402,8.787913825176398,11.603202324269194,,
2020-03-20 21:16:08.297,1,3.1999999999999202,28.9,3.426815771712714,5.054614675383309,6.39444176774231,9.064606486622294,11.33467599515102,,
2020-03-20 21:21:12.300,1,2.9496207238936445,28.0,3.1495745114830282,4.931133449637691,6.625978497548293,9.206931125601622,10.798698895492143,,
2020-03-20 21:26:44.347,1,2.744214729324186,27.7,3.126094490114338,5.059133278434021,6.3776040381307455,8.823418497620741,11.366177082021776,,
2020-03-20 21:31:48.347,1,2.841511732039456,27.3,2.9850951201873284,5.647158962644974,6.29490769439563,8.793149640956456,11.90762072264355,,
2020-03-20 21:36:52.347,1,3.191891008145732,27.3,2.5792311789138225,5.183465286113774,5.9709500055645535,8.678488672514911,11.278733294807926,,
2020-03-20 21:41:56.347,1,3.5972970027151905,27.1,3.3197489191445064,3.9874704790844486,6.6215152165022335,9.23895592330609,11.123833133173438,,
2020-03-20 21:47:30.377,1,3.79999999999992,27.0,3.9968198843095206,3.85511250409267,5.908360715536388,8.891591898938858,10.95377196318588,,
2020-03-20 21:52:34.377,1,3.59999999999992,27.6,4.0941139256988315,3.864795667743229,5.773580364925185,8.667961268464433,11.013754450591128,,
2020-03-20 21:57:38.380,1,3.59999999999992,27.8,3.910420820933871,3.6896974574490313,5.870794678789705,10.455374135074516,11.42175607988347,,
2020-03-20 22:02:42.380,1,3.59999999999992,27.0,3.209394221968293,3.315444792311009,6.383541306778319,9.98133411413431,11.363771963354578,,
2020-03-20 22:08:11.417,1,3.79999999999992,26.9,4.075776753971896,4.202868081930134,5.958052931946981,9.977263676440769,12.511068049723601,,
2020-03-20 22:13:15.417,1,3.6999999999999202,26.3,3.851818144855629,4.921368674855647,4.878921228337791,9.534177260352552,12.901674966767485,,
2020-03-20 22:18:19.420,1,3.6999999999999202,26.9,4.087934592818567,4.855326803320375,4.7724699600301,9.781313027785734,12.90123696529936,,
2020-03-20 22:23:23.420,1,3.6999999999999202,26.2,3.4635502984810644,4.648891876755147,4.775391386037401,9.71477023687702,13.430075841432071,,
2020-03-20 22:28:54.460,1,3.99999999999992,26.0,3.8538183924905707,3.8052477181525877,4.568816840355872,8.550129510042257,12.382215519944065,,
2020-03-20 22:33:58.463,1,4.19999999999992,26.1,4.048373527090726,4.819169715685,4.1893230823425505,9.543387873134716,12.31236742166774,,
2020-03-20 22:39:02.463,1,4.499999999999919,25.8,4.598735078099056,4.4979747251314235,4.993673649769134,10.000268323113929,11.655203144887418,,
