,lstmTemp_1P,lstmTemp_6P,lstmTemp_12P,lstmTemp_36P,lstmTemp_72P,lstmTemp_144P,lstmTemp_288P
device1,4.214964389801025,7.533114910125732,10.17328929901123,16.528827667236328,18.06782341003418,18.010671615600586,17.017379760742188
device3,0.925839364528656,2.06396484375,2.5693109035491943,4.907081127166748,7.625078201293945,9.377609252929688,9.992807388305664
device4,3.313079595565796,6.398118495941162,7.608739376068115,10.18150520324707,12.47420597076416,15.41800594329834,16.95941162109375
device5,2.3745646476745605,4.882843494415283,6.590161323547363,8.600881576538086,11.077832221984863,13.343788146972656,9.269190788269043
device6,1.5340967178344727,2.3945114612579346,2.503025770187378,4.998405933380127,9.43746566772461,13.486002922058105,15.79775333404541
device7,2.2429051399230957,6.810689449310303,9.720142364501953,18.132957458496094,22.8895263671875,22.394189834594727,26.2384033203125
device9,2.332568883895874,6.113114356994629,9.574881553649902,18.624849319458008,27.155296325683594,34.58126449584961,36.36400604248047
device10,6.288476467132568,15.345235824584961,21.028087615966797,24.156923294067383,24.834774017333984,25.209199905395508,26.694530487060547
device11,2.9467360973358154,4.813746452331543,7.322792053222656,10.124914169311523,16.676034927368164,13.269281387329102,18.77911376953125
