TSTAMP,DEVICE_ID,Tank3PMovAvg,TempF,Forecast_1P,Forecast_6P,Forecast_12P,Forecast_36P,Forecast_72P,Forecast_144P,Forecast_288P
2020-03-20 13:08:14.393,1,2.799999999999913,24.3,3.020611163191103,,,,,,
2020-03-20 13:13:19.393,1,2.6999999999999127,24.0,2.81838894096888,,,,,,
2020-03-20 13:18:23.393,1,2.6999999999999127,23.6,2.7167222743022132,,,,,,
2020-03-20 13:23:27.397,1,2.6999999999999127,23.4,2.7167222743022132,,,,,,
2020-03-20 13:28:56.433,1,2.799999999999913,23.7,2.7161667187466576,,,,,,
2020-03-20 13:34:00.433,1,2.899999999999913,24.6,2.8161667187466577,3.12366697914705,,,,,
2020-03-20 13:39:04.433,1,2.8333333333332464,25.2,2.916166718746658,2.9103336458137163,,,,,
2020-03-20 13:44:08.437,1,3.033333333333246,24.5,2.8496852372651764,2.800333645813716,,,,,
2020-03-20 13:49:37.473,1,3.081355878654524,24.3,3.051537089117028,2.800333645813716,,,,,
2020-03-20 13:54:41.473,1,3.34802254532119,24.0,3.1016782782086096,2.7970003124803826,,,,,
2020-03-20 13:59:45.473,1,3.0480225453211895,23.6,3.37194507012706,2.8970003124803827,,,,,
2020-03-20 14:04:49.477,1,2.7999999999999123,23.6,3.0733229731566225,2.997000312480383,3.2473339582941874,,,,
2020-03-20 14:10:19.513,1,2.6999999999999127,24.4,2.8253004278353453,2.9314447569248276,3.02066729162752,,,,
2020-03-20 14:15:23.513,1,2.799999999999913,25.1,2.7253004278353457,3.1425558680359384,2.90066729162752,,,,
2020-03-20 14:20:27.513,1,2.799999999999913,24.0,2.8253004278353457,3.2032902759790365,2.9006672916275194,,,,
2020-03-20 14:25:31.517,1,2.799999999999913,23.6,2.8241893167242345,3.4915576941564117,2.8940006249608525,,,,
2020-03-20 14:31:17.553,1,2.739612049528238,24.1,2.822522650057568,3.1998251123337873,2.9940006249608526,,,,
2020-03-20 14:36:21.553,1,2.7261719977047107,24.8,2.7593569218081155,2.95180256701251,3.0940006249608527,,,,
2020-03-20 14:41:26.553,1,2.5595053310380447,24.6,2.7442502033179217,2.8518025670125104,3.0295561805164084,,,,
2020-03-20 14:46:30.557,1,2.71989328150972,25.2,2.5764724255401443,2.9518025670125105,3.2517784027386307,,,,
2020-03-20 14:51:58.593,1,2.9333333333332474,24.6,2.736304820456264,2.9451359003458437,3.3252246733035493,,,,
2020-03-20 14:57:02.593,1,3.0999999999999135,24.8,2.9493745019094213,2.935135900345844,3.6350928429916336,,,,
2020-03-20 15:02:06.593,1,2.8333333333332473,24.4,3.1160411685760874,2.8580812832075027,3.351627679346385,,,,
2020-03-20 15:07:10.597,1,2.7413706559671467,24.6,2.848784064597227,2.834641231383975,3.103605134025108,,,,
